image_path,video,t,hexbug,x,y,xmin,ymin,xmax,ymax,label
frames\training01\frame_000025.jpg,training01,25,0,444.9257641921398,107.65414847161573,420.9257641921398,83.65414847161573,468.9257641921398,131.6541484716157,1
frames\training01\frame_000026.jpg,training01,26,0,490.6384105960266,39.16291390728475,466.6384105960266,15.162913907284747,514.6384105960266,63.16291390728475,1
frames\training01\frame_000028.jpg,training01,28,0,627.9629139072849,17.801324503311236,603.9629139072849,0.0,651.9629139072849,41.801324503311236,1
frames\training01\frame_000029.jpg,training01,29,0,689.0759825327513,80.82445414847155,665.0759825327513,56.824454148471546,713.0759825327513,104.82445414847155,1
frames\training01\frame_000030.jpg,training01,30,0,713.2227074235809,153.2646288209607,689.2227074235809,129.2646288209607,737.2227074235809,177.2646288209607,1
frames\training01\frame_000031.jpg,training01,31,0,698.2300518134716,236.7668393782383,674.2300518134716,212.7668393782383,722.2300518134716,260.7668393782383,1
frames\training01\frame_000032.jpg,training01,32,0,701.4134715025907,298.84352331606215,677.4134715025907,274.84352331606215,725.4134715025907,322.84352331606215,1
frames\training01\frame_000033.jpg,training01,33,0,684.4185430463577,376.37086092715225,660.4185430463577,352.37086092715225,708.4185430463577,400.37086092715225,1
frames\training01\frame_000034.jpg,training01,34,0,640.9284974093265,450.05595854922274,616.9284974093265,426.05595854922274,664.9284974093265,474.05595854922274,1
frames\training01\frame_000035.jpg,training01,35,0,694.44192139738,515.4655021834063,670.44192139738,491.46550218340633,718.44192139738,539.4655021834063,1
frames\training01\frame_000036.jpg,training01,36,0,750.7842794759825,563.7589519650658,726.7842794759825,539.7589519650658,774.7842794759825,587.7589519650658,1
frames\training01\frame_000037.jpg,training01,37,0,697.1248908296944,579.8567685589521,673.1248908296944,555.8567685589521,721.1248908296944,603.8567685589521,1
frames\training01\frame_000038.jpg,training01,38,0,640.9284974093265,642.6528497409325,616.9284974093265,618.6528497409325,664.9284974093265,666.6528497409325,1
frames\training01\frame_000039.jpg,training01,39,0,576.391266375546,687.1755458515287,552.391266375546,663.1755458515287,600.391266375546,711.1755458515287,1
frames\training01\frame_000040.jpg,training01,40,0,506.6340611353713,714.0052401746726,482.6340611353713,690.0052401746726,530.6340611353713,738.0052401746726,1
frames\training01\frame_000041.jpg,training01,41,0,422.8642487046633,741.3388601036269,398.8642487046633,717.3388601036269,446.8642487046633,765.3388601036269,1
frames\training01\frame_000042.jpg,training01,42,0,354.8397350993379,761.6423841059602,330.8397350993379,737.6423841059602,378.8397350993379,767.0,1
frames\training01\frame_000043.jpg,training01,43,0,279.61036269430065,699.9544041450777,255.61036269430065,675.9544041450777,303.61036269430065,723.9544041450777,1
frames\training01\frame_000044.jpg,training01,44,0,218.2781456953644,746.3841059602648,194.2781456953644,722.3841059602648,242.2781456953644,767.0,1
frames\training01\frame_000045.jpg,training01,45,0,156.4821192052982,644.153642384106,132.4821192052982,620.153642384106,180.4821192052982,668.153642384106,1
frames\training01\frame_000046.jpg,training01,46,0,120.28646288209607,587.9056768558954,96.28646288209607,563.9056768558954,144.2864628820961,611.9056768558954,1
frames\training01\frame_000047.jpg,training01,47,0,97.73774834437104,515.9841059602647,73.73774834437104,491.98410596026474,121.73774834437104,539.9841059602647,1
frames\training01\frame_000048.jpg,training01,48,0,101.50567685589525,507.41659388646303,77.50567685589525,483.41659388646303,125.50567685589525,531.416593886463,1
frames\training01\frame_000049.jpg,training01,49,0,144.2754966887419,454.95099337748337,120.2754966887419,430.95099337748337,168.2754966887419,478.95099337748337,1
frames\training01\frame_000050.jpg,training01,50,0,222.23930131004371,424.24454148471625,198.23930131004371,400.24454148471625,246.23930131004371,448.24454148471625,1
frames\training01\frame_000051.jpg,training01,51,0,306.7761589403975,417.5682119205297,282.7761589403975,393.5682119205297,330.7761589403975,441.5682119205297,1
frames\training01\frame_000052.jpg,training01,52,0,379.8880829015545,456.422797927461,355.8880829015545,432.422797927461,403.8880829015545,480.422797927461,1
frames\training01\frame_000053.jpg,training01,53,0,439.559825327511,491.31877729257656,415.559825327511,467.31877729257656,463.559825327511,515.3187772925766,1
frames\training01\frame_000054.jpg,training01,54,0,491.3077720207255,536.0082901554404,467.3077720207255,512.0082901554404,515.3077720207255,560.0082901554404,1
frames\training01\frame_000055.jpg,training01,55,0,541.7536423841061,584.646357615894,517.7536423841061,560.646357615894,565.7536423841061,608.646357615894,1
frames\training01\frame_000056.jpg,training01,56,0,571.0253275109171,665.7117903930133,547.0253275109171,641.7117903930133,595.0253275109171,689.7117903930133,1
frames\training01\frame_000057.jpg,training01,57,0,573.7960264900663,747.1470198675495,549.7960264900663,723.1470198675495,597.7960264900663,767.0,1
frames\training01\frame_000058.jpg,training01,58,0,580.6622516556292,760.1165562913907,556.6622516556292,736.1165562913907,604.6622516556292,767.0,1
frames\training01\frame_000059.jpg,training01,59,0,627.9629139072849,764.6940397350993,603.9629139072849,740.6940397350993,651.9629139072849,767.0,1
frames\training01\frame_000060.jpg,training01,60,0,696.638341968912,684.0373056994817,672.638341968912,660.0373056994817,720.638341968912,708.0373056994817,1
frames\training01\frame_000061.jpg,training01,61,0,742.7353711790395,633.5161572052403,718.7353711790395,609.5161572052403,766.7353711790395,657.5161572052403,1
frames\training01\frame_000062.jpg,training01,62,0,723.9545851528384,628.1502183406118,699.9545851528384,604.1502183406118,747.9545851528384,652.1502183406118,1
frames\training01\frame_000063.jpg,training01,63,0,729.3205240174674,590.5886462882098,705.3205240174674,566.5886462882098,753.3205240174674,614.5886462882098,1
frames\training01\frame_000064.jpg,training01,64,0,710.9637305699482,539.1917098445595,686.9637305699482,515.1917098445595,734.9637305699482,563.1917098445595,1
frames\training01\frame_000065.jpg,training01,65,0,677.537823834197,486.6652849740932,653.537823834197,462.6652849740932,701.537823834197,510.6652849740932,1
frames\training01\frame_000066.jpg,training01,66,0,654.1973799126639,408.1467248908298,630.1973799126639,384.1467248908298,678.1973799126639,432.1467248908298,1
frames\training01\frame_000067.jpg,training01,67,0,639.336787564767,297.2518134715025,615.336787564767,273.2518134715025,663.336787564767,321.2518134715025,1
frames\training01\frame_000068.jpg,training01,68,0,640.7825327510918,217.65589519650652,616.7825327510918,193.65589519650652,664.7825327510918,241.65589519650652,1
frames\training01\frame_000069.jpg,training01,69,0,640.9284974093265,141.26424870466315,616.9284974093265,117.26424870466315,664.9284974093265,165.26424870466315,1
frames\training01\frame_000070.jpg,training01,70,0,650.478756476684,61.6787564766839,626.478756476684,37.6787564766839,674.478756476684,85.6787564766839,1
frames\training01\frame_000074.jpg,training01,74,0,804.8746113989638,12.335751295336747,780.8746113989638,0.0,828.8746113989638,36.33575129533675,1
frames\training01\frame_000075.jpg,training01,75,0,873.3181347150258,55.31191709844555,849.3181347150258,31.311917098445548,897.3181347150258,79.31191709844555,1
frames\training01\frame_000076.jpg,training01,76,0,938.578238341969,104.65492227979269,914.578238341969,80.65492227979269,962.578238341969,128.6549222797927,1
frames\training01\frame_000077.jpg,training01,77,0,978.3709844559586,144.44766839378232,954.3709844559586,120.44766839378232,1002.3709844559586,168.44766839378232,1
frames\training01\frame_000078.jpg,training01,78,0,1008.6134715025906,206.5243523316061,984.6134715025906,182.5243523316061,1023.0,230.5243523316061,1
frames\training01\frame_000079.jpg,training01,79,0,1014.980310880829,270.1927461139896,990.980310880829,246.19274611398959,1023.0,294.1927461139896,1
frames\training01\frame_000080.jpg,training01,80,0,1013.715283842795,343.755458515284,989.715283842795,319.755458515284,1023.0,367.755458515284,1
frames\training01\frame_000081.jpg,training01,81,0,978.836681222707,381.3170305676858,954.836681222707,357.3170305676858,1002.836681222707,405.3170305676858,1
frames\training01\frame_000082.jpg,training01,82,0,933.2262008733628,445.7082969432315,909.2262008733628,421.7082969432315,957.2262008733628,469.7082969432315,1
frames\training01\frame_000083.jpg,training01,83,0,892.9816593886464,494.00174672489095,868.9816593886464,470.00174672489095,916.9816593886464,518.001746724891,1
frames\training01\frame_000084.jpg,training01,84,0,817.858515283843,437.6593886462884,793.858515283843,413.6593886462884,841.858515283843,461.6593886462884,1
frames\training01\frame_000085.jpg,training01,85,0,758.833187772926,394.7318777292578,734.833187772926,370.7318777292578,782.833187772926,418.7318777292578,1
frames\training01\frame_000086.jpg,training01,86,0,688.6797927461141,345.0031088082901,664.6797927461141,321.0031088082901,712.6797927461141,369.0031088082901,1
frames\training01\frame_000087.jpg,training01,87,0,624.6847161572053,290.0960698689957,600.6847161572053,266.0960698689957,648.6847161572053,314.0960698689957,1
frames\training01\frame_000088.jpg,training01,88,0,611.2698689956333,206.9240174672489,587.2698689956333,182.9240174672489,635.2698689956333,230.9240174672489,1
frames\training01\frame_000089.jpg,training01,89,0,588.4020725388602,130.12227979274607,564.4020725388602,106.12227979274607,612.4020725388602,154.12227979274607,1
frames\training01\frame_000090.jpg,training01,90,0,576.391266375546,70.09257641921391,552.391266375546,46.09257641921391,600.391266375546,94.09257641921391,1
frames\training01\frame_000091.jpg,training01,91,0,576.0847682119206,1.7801324503311091,552.0847682119206,0.0,600.0847682119206,25.78013245033111,1
frames\training01\frame_000092.jpg,training01,92,0,649.3245033112584,4.068874172185417,625.3245033112584,0.0,673.3245033112584,28.068874172185417,1
frames\training01\frame_000093.jpg,training01,93,0,722.1056994818654,15.519170984455911,698.1056994818654,0.0,746.1056994818654,39.51917098445591,1
frames\training01\frame_000094.jpg,training01,94,0,796.9160621761658,33.027979274611354,772.9160621761658,9.027979274611354,820.9160621761658,57.027979274611354,1
frames\training01\frame_000095.jpg,training01,95,0,854.2176165803108,61.6787564766839,830.2176165803108,37.6787564766839,878.2176165803108,85.6787564766839,1
frames\training01\frame_000096.jpg,training01,96,0,900.3772020725388,74.41243523316058,876.3772020725388,50.41243523316058,924.3772020725388,98.41243523316058,1
frames\training01\frame_000097.jpg,training01,97,0,954.689956331878,104.97117903930128,930.689956331878,80.97117903930128,978.689956331878,128.97117903930126,1
frames\training01\frame_000098.jpg,training01,98,0,1005.4300518134716,138.080829015544,981.4300518134716,114.080829015544,1023.0,162.080829015544,1
frames\training01\frame_000099.jpg,training01,99,0,1011.0323144104806,185.46026200873365,987.0323144104806,161.46026200873365,1023.0,209.46026200873365,1
frames\training01\frame_000100.jpg,training01,100,0,1021.6264900662252,242.0980132450331,997.6264900662252,218.0980132450331,1023.0,266.0980132450331,1
frames\training010\frame_000000.jpg,training010,0,0,561.5860373196119,567.3701317311427,537.5860373196119,543.3701317311427,585.5860373196119,591.3701317311427,1
frames\training010\frame_000000.jpg,training010,0,1,864.1627118644068,216.5240677966102,840.1627118644068,192.5240677966102,888.1627118644068,240.5240677966102,1
frames\training010\frame_000000.jpg,training010,0,2,1038.71186440678,568.1159322033899,1014.71186440678,544.1159322033899,1062.71186440678,592.1159322033899,1
frames\training010\frame_000001.jpg,training010,1,0,562.4420338983049,473.36067796610166,538.4420338983049,449.36067796610166,586.4420338983049,497.36067796610166,1
frames\training010\frame_000001.jpg,training010,1,1,816.7850847457629,139.22372881355932,792.7850847457629,115.22372881355932,840.7850847457629,163.22372881355932,1
frames\training010\frame_000001.jpg,training010,1,2,1031.231186440678,513.2576271186442,1007.2311864406779,489.2576271186442,1055.231186440678,537.2576271186442,1
frames\training010\frame_000002.jpg,training010,2,0,582.3905084745761,346.1891525423728,558.3905084745761,322.1891525423728,606.3905084745761,370.1891525423728,1
frames\training010\frame_000002.jpg,training010,2,1,771.9010169491527,74.39118644067793,747.9010169491527,50.39118644067793,795.9010169491527,98.39118644067793,1
frames\training010\frame_000002.jpg,training010,2,2,1023.7505084745763,408.5281355932205,999.7505084745763,384.5281355932205,1047.7505084745762,432.5281355932205,1
frames\training010\frame_000003.jpg,training010,3,0,679.6393220338981,251.4338983050847,655.6393220338981,227.4338983050847,703.6393220338981,275.4338983050847,1
frames\training010\frame_000003.jpg,training010,3,1,692.1071186440679,99.32677966101691,668.1071186440679,75.32677966101691,716.1071186440679,123.32677966101691,1
frames\training010\frame_000003.jpg,training010,3,2,1046.1925423728817,306.29220338983055,1022.1925423728817,282.29220338983055,1070.1925423728817,330.29220338983055,1
frames\training010\frame_000004.jpg,training010,4,0,765.4382616876755,192.1265970933477,741.4382616876755,168.1265970933477,789.4382616876755,216.1265970933477,1
frames\training010\frame_000004.jpg,training010,4,1,607.3261016949153,134.23661016949154,583.3261016949153,110.23661016949154,631.3261016949153,158.23661016949154,1
frames\training010\frame_000004.jpg,training010,4,2,1036.218305084746,219.0176271186441,1012.2183050847459,195.0176271186441,1060.218305084746,243.0176271186441,1
frames\training010\frame_000005.jpg,training010,5,0,864.1627118644066,151.69152542372876,840.1627118644066,127.69152542372876,888.1627118644066,175.69152542372876,1
frames\training010\frame_000005.jpg,training010,5,1,540.0,161.66576271186443,516.0,137.66576271186443,564.0,185.66576271186443,1
frames\training010\frame_000005.jpg,training010,5,2,1038.71186440678,134.23661016949154,1014.71186440678,110.23661016949154,1062.71186440678,158.23661016949154,1
frames\training010\frame_000006.jpg,training010,6,0,986.486441801939,134.12255652725224,962.486441801939,110.12255652725224,1010.486441801939,158.12255652725224,1
frames\training010\frame_000006.jpg,training010,6,1,501.65240179605655,190.6686626662537,477.65240179605655,166.6686626662537,525.6524017960566,214.6686626662537,1
frames\training010\frame_000006.jpg,training010,6,2,1036.218305084746,56.93627118644065,1012.2183050847459,32.93627118644065,1060.218305084746,80.93627118644065,1
frames\training010\frame_000007.jpg,training010,7,0,938.1743171197296,61.44059904074293,914.1743171197296,37.44059904074293,962.1743171197296,85.44059904074294,1
frames\training010\frame_000007.jpg,training010,7,1,587.3776271186441,228.9918644067796,563.3776271186441,204.9918644067796,611.3776271186441,252.9918644067796,1
frames\training010\frame_000007.jpg,training010,7,2,1046.8566158812437,53.83102121900463,1022.8566158812437,29.831021219004633,1070.8566158812437,77.83102121900464,1
frames\training010\frame_000008.jpg,training010,8,0,982.2110325380264,53.744862365700754,958.2110325380264,29.744862365700754,1006.2110325380264,77.74486236570075,1
frames\training010\frame_000008.jpg,training010,8,1,682.1328813559322,238.96610169491527,658.1328813559322,214.96610169491527,706.1328813559322,262.96610169491527,1
frames\training010\frame_000008.jpg,training010,8,2,1048.7789985838876,52.86982986768244,1024.7789985838876,28.86982986768244,1072.7789985838876,76.86982986768244,1
frames\training010\frame_000009.jpg,training010,9,0,968.8922033898305,64.41694915254233,944.8922033898305,40.41694915254233,992.8922033898305,88.41694915254233,1
frames\training010\frame_000009.jpg,training010,9,1,764.4322102615353,221.42884091472112,740.4322102615353,197.42884091472112,788.4322102615353,245.42884091472112,1
frames\training010\frame_000009.jpg,training010,9,2,1048.6861016949156,66.91050847457626,1024.6861016949156,42.91050847457626,1072.6861016949156,90.91050847457626,1
frames\training010\frame_000010.jpg,training010,10,0,981.3599999999998,46.96203389830502,957.3599999999998,22.962033898305023,1005.3599999999998,70.96203389830502,1
frames\training010\frame_000010.jpg,training010,10,1,854.076158299926,183.05185662377613,830.076158299926,159.05185662377613,878.076158299926,207.05185662377613,1
frames\training010\frame_000010.jpg,training010,10,2,1048.6861016949156,66.91050847457626,1024.6861016949156,42.91050847457626,1072.6861016949156,90.91050847457626,1
frames\training010\frame_000011.jpg,training010,11,0,856.6820338983049,64.41694915254233,832.6820338983049,40.41694915254233,880.6820338983049,88.41694915254233,1
frames\training010\frame_000011.jpg,training010,11,1,841.7206779661018,281.35661016949155,817.7206779661018,257.35661016949155,865.7206779661018,305.35661016949155,1
frames\training010\frame_000011.jpg,training010,11,2,1048.6861016949156,66.91050847457626,1024.6861016949156,42.91050847457626,1072.6861016949156,90.91050847457626,1
frames\training010\frame_000012.jpg,training010,12,0,759.4332203389829,61.92338983050841,735.4332203389829,37.92338983050841,783.4332203389829,85.92338983050841,1
frames\training010\frame_000012.jpg,training010,12,1,820.679393344447,381.0888137281949,796.679393344447,357.0888137281949,844.679393344447,405.0888137281949,1
frames\training010\frame_000012.jpg,training010,12,2,1055.5073380431431,69.21008284015953,1031.5073380431431,45.21008284015953,1079.0,93.21008284015953,1
frames\training010\frame_000013.jpg,training010,13,0,754.446101694915,124.26237288135586,730.446101694915,100.26237288135586,778.446101694915,148.26237288135587,1
frames\training010\frame_000013.jpg,training010,13,1,807.2035057308327,377.280410706956,783.2035057308327,353.280410706956,831.2035057308327,401.280410706956,1
frames\training010\frame_000013.jpg,training010,13,2,1056.1667796610172,79.37830508474576,1032.1667796610172,55.37830508474576,1079.0,103.37830508474576,1
frames\training010\frame_000014.jpg,training010,14,0,739.4847457627117,129.24949152542365,715.4847457627117,105.24949152542365,763.4847457627117,153.24949152542365,1
frames\training010\frame_000014.jpg,training010,14,1,789.9192150959796,386.6549412207746,765.9192150959796,362.6549412207746,813.9192150959796,410.6549412207746,1
frames\training010\frame_000014.jpg,training010,14,2,1056.1667796610172,79.37830508474576,1032.1667796610172,55.37830508474576,1079.0,103.37830508474576,1
frames\training010\frame_000015.jpg,training010,15,0,741.9783050847456,76.8847457627118,717.9783050847456,52.8847457627118,765.9783050847456,100.8847457627118,1
frames\training010\frame_000015.jpg,training010,15,1,768.8265214398876,399.2519665987185,744.8265214398876,375.2519665987185,792.8265214398876,423.2519665987185,1
frames\training010\frame_000015.jpg,training010,15,2,1021.2569491525423,64.41694915254237,997.2569491525423,40.41694915254237,1045.2569491525423,88.41694915254237,1
frames\training010\frame_000016.jpg,training010,16,0,729.5105084745761,99.32677966101689,705.5105084745761,75.32677966101689,753.5105084745761,123.32677966101689,1
frames\training010\frame_000016.jpg,training010,16,1,751.9525423728815,455.9057627118645,727.9525423728815,431.9057627118645,775.9525423728815,479.9057627118645,1
frames\training010\frame_000016.jpg,training010,16,2,1008.789152542373,76.88474576271187,984.789152542373,52.88474576271187,1032.789152542373,100.88474576271187,1
frames\training010\frame_000017.jpg,training010,17,0,717.0427118644066,59.42983050847453,693.0427118644066,35.42983050847453,741.0427118644066,83.42983050847454,1
frames\training010\frame_000017.jpg,training010,17,1,717.0427118644069,495.8027118644069,693.0427118644069,471.8027118644069,741.0427118644069,519.8027118644069,1
frames\training010\frame_000017.jpg,training010,17,2,895.9988938714421,66.62701220614218,871.9988938714421,42.62701220614218,919.9988938714421,90.62701220614218,1
frames\training010\frame_000018.jpg,training010,18,0,604.8325423728812,109.3010169491525,580.8325423728812,85.3010169491525,628.8325423728812,133.30101694915248,1
frames\training010\frame_000018.jpg,training010,18,1,674.6522033898306,578.0901694915256,650.6522033898306,554.0901694915256,698.6522033898306,602.0901694915256,1
frames\training010\frame_000018.jpg,training010,18,2,810.4563029328469,74.8297264057335,786.4563029328469,50.829726405733496,834.4563029328469,98.8297264057335,1
frames\training010\frame_000019.jpg,training010,19,0,559.948474576271,56.93627118644064,535.948474576271,32.93627118644064,583.948474576271,80.93627118644065,1
frames\training010\frame_000019.jpg,training010,19,1,624.7810169491526,640.429152542373,600.7810169491526,616.429152542373,648.7810169491526,664.429152542373,1
frames\training010\frame_000019.jpg,training010,19,2,735.4600588222977,120.5305626605994,711.4600588222977,96.5305626605994,759.4600588222977,144.5305626605994,1
frames\training010\frame_000020.jpg,training010,20,0,480.15457627118633,56.93627118644064,456.15457627118633,32.93627118644064,504.15457627118633,80.93627118644065,1
frames\training010\frame_000020.jpg,training010,20,1,588.0738549703224,705.3889786906084,564.0738549703224,681.3889786906084,612.0738549703224,729.3889786906084,1
frames\training010\frame_000020.jpg,training010,20,2,660.4638147117486,130.4910013315317,636.4638147117486,106.49100133153169,684.4638147117486,154.4910013315317,1
frames\training010\frame_000021.jpg,training010,21,0,357.9701694915253,86.85898305084741,333.9701694915253,62.858983050847414,381.9701694915253,110.85898305084741,1
frames\training010\frame_000021.jpg,training010,21,1,574.9098305084746,805.0040677966103,550.9098305084746,781.0040677966103,598.9098305084746,829.0040677966103,1
frames\training010\frame_000021.jpg,training010,21,2,623.8445548921445,170.62571009381776,599.8445548921445,146.62571009381776,647.8445548921445,194.62571009381776,1
frames\training010\frame_000022.jpg,training010,22,0,300.61830508474566,121.76881355932196,276.61830508474566,97.76881355932196,324.61830508474566,145.76881355932196,1
frames\training010\frame_000022.jpg,training010,22,1,595.3977069342434,917.780685644312,571.3977069342434,893.780685644312,619.3977069342434,941.780685644312,1
frames\training010\frame_000022.jpg,training010,22,2,541.5244588176744,184.1015977074321,517.5244588176744,160.1015977074321,565.5244588176744,208.1015977074321,1
frames\training010\frame_000023.jpg,training010,23,0,265.7084745762711,204.0562711864406,241.7084745762711,180.0562711864406,289.7084745762711,228.0562711864406,1
frames\training010\frame_000023.jpg,training010,23,1,638.7549105606544,998.3430572474406,614.7549105606544,974.3430572474406,662.7549105606544,1022.3430572474406,1
frames\training010\frame_000023.jpg,training010,23,2,476.7816074566143,189.374771121455,452.7816074566143,165.374771121455,500.7816074566143,213.374771121455,1
frames\training010\frame_000024.jpg,training010,24,0,165.96610169491518,233.97898305084735,141.96610169491518,209.97898305084735,189.96610169491518,257.9789830508473,1
frames\training010\frame_000024.jpg,training010,24,1,686.506425365418,1070.995668729535,662.506425365418,1046.995668729535,710.506425365418,1094.995668729535,1
frames\training010\frame_000024.jpg,training010,24,2,444.2637047368059,138.40076145256617,420.2637047368059,114.40076145256617,468.2637047368059,162.40076145256617,1
frames\training010\frame_000025.jpg,training010,25,0,71.21084745762707,211.53694915254232,47.21084745762707,187.53694915254232,95.21084745762707,235.53694915254232,1
frames\training010\frame_000025.jpg,training010,25,1,733.964986091625,1139.546923111834,709.964986091625,1115.546923111834,757.964986091625,1163.546923111834,1
frames\training010\frame_000025.jpg,training010,25,2,356.3774811697561,48.17090525706173,332.3774811697561,24.170905257061733,380.3774811697561,72.17090525706173,1
frames\training010\frame_000026.jpg,training010,26,0,73.70440677966096,146.704406779661,49.70440677966096,122.70440677966101,97.70440677966096,170.704406779661,1
frames\training010\frame_000026.jpg,training010,26,1,791.091031410207,1186.1266216023696,767.091031410207,1162.1266216023696,815.091031410207,1210.1266216023696,1
frames\training010\frame_000026.jpg,training010,26,2,298.3725736155033,88.59856809790458,274.3725736155033,64.59856809790458,322.3725736155033,112.59856809790458,1
frames\training010\frame_000027.jpg,training010,27,0,68.71728813559318,59.42983050847453,44.71728813559318,35.42983050847453,92.71728813559318,83.42983050847454,1
frames\training010\frame_000027.jpg,training010,27,1,824.7807504442428,1162.1043871607094,800.7807504442428,1138.1043871607094,848.7807504442428,1186.1043871607094,1
frames\training010\frame_000027.jpg,training010,27,2,245.93379355383027,53.73703274964153,221.93379355383027,29.73703274964153,269.93379355383024,77.73703274964153,1
frames\training010\frame_000028.jpg,training010,28,0,88.65049638035293,62.29568089352539,64.65049638035293,38.29568089352539,112.65049638035293,86.2956808935254,1
frames\training010\frame_000028.jpg,training010,28,1,923.2133208393384,1123.141494712651,899.2133208393384,1099.141494712651,947.2133208393384,1147.141494712651,1
frames\training010\frame_000028.jpg,training010,28,2,187.3429778424638,95.04355782615488,163.3429778424638,71.04355782615488,211.3429778424638,119.04355782615488,1
frames\training010\frame_000029.jpg,training010,29,0,69.83869561913875,66.14354923104648,45.83869561913875,42.14354923104648,93.83869561913875,90.14354923104648,1
frames\training010\frame_000029.jpg,training010,29,1,1027.7979268841273,1082.713831871809,1003.7979268841273,1058.713831871809,1051.7979268841273,1106.713831871809,1
frames\training010\frame_000029.jpg,training010,29,2,180.31207995709983,145.43165933793006,156.31207995709983,121.43165933793006,204.31207995709983,169.43165933793006,1
frames\training010\frame_000030.jpg,training010,30,0,66.22372881355929,69.40406779661011,42.22372881355929,45.40406779661011,90.22372881355929,93.40406779661011,1
frames\training010\frame_000030.jpg,training010,30,1,1032.7781462195935,1110.8374234132646,1008.7781462195935,1086.8374234132646,1056.7781462195935,1134.8374234132646,1
frames\training010\frame_000030.jpg,training010,30,2,182.9486666641113,224.5292605482748,158.9486666641113,200.5292605482748,206.9486666641113,248.5292605482748,1
frames\training010\frame_000031.jpg,training010,31,0,66.22372881355929,69.40406779661011,42.22372881355929,45.40406779661011,90.22372881355929,93.40406779661011,1
frames\training010\frame_000031.jpg,training010,31,1,1026.6261105699,1158.5889382180285,1002.6261105699,1134.5889382180285,1050.6261105699,1182.5889382180285,1
