image_path,video,t,hexbug,x,y,xmin,ymin,xmax,ymax,label
frames\training01\frame_000024.jpg,training01,24,0,415.4131004366813,177.41135371179055,385.4131004366813,147.41135371179055,445.4131004366813,207.41135371179055,1
frames\training01\frame_000025.jpg,training01,25,0,444.9257641921398,107.65414847161573,414.9257641921398,77.65414847161573,474.9257641921398,137.6541484716157,1
frames\training01\frame_000026.jpg,training01,26,0,490.6384105960266,39.16291390728475,460.6384105960266,9.162913907284747,520.6384105960266,69.16291390728475,1
frames\training01\frame_000028.jpg,training01,28,0,627.9629139072849,17.801324503311236,597.9629139072849,0.0,657.9629139072849,47.801324503311236,1
frames\training01\frame_000029.jpg,training01,29,0,689.0759825327513,80.82445414847155,659.0759825327513,50.824454148471546,719.0759825327513,110.82445414847155,1
frames\training01\frame_000030.jpg,training01,30,0,713.2227074235809,153.2646288209607,683.2227074235809,123.2646288209607,743.2227074235809,183.2646288209607,1
frames\training01\frame_000031.jpg,training01,31,0,698.2300518134716,236.7668393782383,668.2300518134716,206.7668393782383,728.2300518134716,266.7668393782383,1
frames\training01\frame_000032.jpg,training01,32,0,701.4134715025907,298.84352331606215,671.4134715025907,268.84352331606215,731.4134715025907,328.84352331606215,1
frames\training01\frame_000033.jpg,training01,33,0,684.4185430463577,376.37086092715225,654.4185430463577,346.37086092715225,714.4185430463577,406.37086092715225,1
frames\training01\frame_000034.jpg,training01,34,0,640.9284974093265,450.05595854922274,610.9284974093265,420.05595854922274,670.9284974093265,480.05595854922274,1
frames\training01\frame_000035.jpg,training01,35,0,694.44192139738,515.4655021834063,664.44192139738,485.46550218340633,724.44192139738,545.4655021834063,1
frames\training01\frame_000036.jpg,training01,36,0,750.7842794759825,563.7589519650658,720.7842794759825,533.7589519650658,780.7842794759825,593.7589519650658,1
frames\training01\frame_000037.jpg,training01,37,0,697.1248908296944,579.8567685589521,667.1248908296944,549.8567685589521,727.1248908296944,609.8567685589521,1
frames\training01\frame_000038.jpg,training01,38,0,640.9284974093265,642.6528497409325,610.9284974093265,612.6528497409325,670.9284974093265,672.6528497409325,1
frames\training01\frame_000039.jpg,training01,39,0,576.391266375546,687.1755458515287,546.391266375546,657.1755458515287,606.391266375546,717.1755458515287,1
frames\training01\frame_000040.jpg,training01,40,0,506.6340611353713,714.0052401746726,476.6340611353713,684.0052401746726,536.6340611353713,744.0052401746726,1
frames\training01\frame_000041.jpg,training01,41,0,422.8642487046633,741.3388601036269,392.8642487046633,711.3388601036269,452.8642487046633,767.0,1
frames\training01\frame_000042.jpg,training01,42,0,354.8397350993379,761.6423841059602,324.8397350993379,731.6423841059602,384.8397350993379,767.0,1
frames\training01\frame_000043.jpg,training01,43,0,279.61036269430065,699.9544041450777,249.61036269430065,669.9544041450777,309.61036269430065,729.9544041450777,1
frames\training01\frame_000044.jpg,training01,44,0,218.2781456953644,746.3841059602648,188.2781456953644,716.3841059602648,248.2781456953644,767.0,1
frames\training01\frame_000045.jpg,training01,45,0,156.4821192052982,644.153642384106,126.4821192052982,614.153642384106,186.4821192052982,674.153642384106,1
frames\training01\frame_000046.jpg,training01,46,0,120.28646288209607,587.9056768558954,90.28646288209607,557.9056768558954,150.2864628820961,617.9056768558954,1
frames\training01\frame_000047.jpg,training01,47,0,97.73774834437104,515.9841059602647,67.73774834437104,485.98410596026474,127.73774834437104,545.9841059602647,1
frames\training01\frame_000048.jpg,training01,48,0,101.50567685589525,507.41659388646303,71.50567685589525,477.41659388646303,131.50567685589525,537.416593886463,1
frames\training01\frame_000049.jpg,training01,49,0,144.2754966887419,454.95099337748337,114.2754966887419,424.95099337748337,174.2754966887419,484.95099337748337,1
frames\training01\frame_000050.jpg,training01,50,0,222.23930131004371,424.24454148471625,192.23930131004371,394.24454148471625,252.23930131004371,454.24454148471625,1
frames\training01\frame_000051.jpg,training01,51,0,306.7761589403975,417.5682119205297,276.7761589403975,387.5682119205297,336.7761589403975,447.5682119205297,1
frames\training01\frame_000052.jpg,training01,52,0,379.8880829015545,456.422797927461,349.8880829015545,426.422797927461,409.8880829015545,486.422797927461,1
frames\training01\frame_000053.jpg,training01,53,0,439.559825327511,491.31877729257656,409.559825327511,461.31877729257656,469.559825327511,521.3187772925766,1
frames\training01\frame_000054.jpg,training01,54,0,491.3077720207255,536.0082901554404,461.3077720207255,506.00829015544036,521.3077720207255,566.0082901554404,1
frames\training01\frame_000055.jpg,training01,55,0,541.7536423841061,584.646357615894,511.7536423841061,554.646357615894,571.7536423841061,614.646357615894,1
frames\training01\frame_000056.jpg,training01,56,0,571.0253275109171,665.7117903930133,541.0253275109171,635.7117903930133,601.0253275109171,695.7117903930133,1
frames\training01\frame_000057.jpg,training01,57,0,573.7960264900663,747.1470198675495,543.7960264900663,717.1470198675495,603.7960264900663,767.0,1
frames\training01\frame_000058.jpg,training01,58,0,580.6622516556292,760.1165562913907,550.6622516556292,730.1165562913907,610.6622516556292,767.0,1
frames\training01\frame_000059.jpg,training01,59,0,627.9629139072849,764.6940397350993,597.9629139072849,734.6940397350993,657.9629139072849,767.0,1
frames\training01\frame_000060.jpg,training01,60,0,696.638341968912,684.0373056994817,666.638341968912,654.0373056994817,726.638341968912,714.0373056994817,1
frames\training01\frame_000061.jpg,training01,61,0,742.7353711790395,633.5161572052403,712.7353711790395,603.5161572052403,772.7353711790395,663.5161572052403,1
frames\training01\frame_000062.jpg,training01,62,0,723.9545851528384,628.1502183406118,693.9545851528384,598.1502183406118,753.9545851528384,658.1502183406118,1
frames\training01\frame_000063.jpg,training01,63,0,729.3205240174674,590.5886462882098,699.3205240174674,560.5886462882098,759.3205240174674,620.5886462882098,1
frames\training01\frame_000064.jpg,training01,64,0,710.9637305699482,539.1917098445595,680.9637305699482,509.19170984455945,740.9637305699482,569.1917098445595,1
frames\training01\frame_000065.jpg,training01,65,0,677.537823834197,486.6652849740932,647.537823834197,456.6652849740932,707.537823834197,516.6652849740932,1
frames\training01\frame_000066.jpg,training01,66,0,654.1973799126639,408.1467248908298,624.1973799126639,378.1467248908298,684.1973799126639,438.1467248908298,1
frames\training01\frame_000067.jpg,training01,67,0,639.336787564767,297.2518134715025,609.336787564767,267.2518134715025,669.336787564767,327.2518134715025,1
frames\training01\frame_000068.jpg,training01,68,0,640.7825327510918,217.65589519650652,610.7825327510918,187.65589519650652,670.7825327510918,247.65589519650652,1
frames\training01\frame_000069.jpg,training01,69,0,640.9284974093265,141.26424870466315,610.9284974093265,111.26424870466315,670.9284974093265,171.26424870466315,1
frames\training01\frame_000070.jpg,training01,70,0,650.478756476684,61.6787564766839,620.478756476684,31.6787564766839,680.478756476684,91.6787564766839,1
frames\training01\frame_000074.jpg,training01,74,0,804.8746113989638,12.335751295336747,774.8746113989638,0.0,834.8746113989638,42.33575129533675,1
frames\training01\frame_000075.jpg,training01,75,0,873.3181347150258,55.31191709844555,843.3181347150258,25.311917098445548,903.3181347150258,85.31191709844555,1
frames\training01\frame_000076.jpg,training01,76,0,938.578238341969,104.65492227979269,908.578238341969,74.65492227979269,968.578238341969,134.6549222797927,1
frames\training01\frame_000077.jpg,training01,77,0,978.3709844559586,144.44766839378232,948.3709844559586,114.44766839378232,1008.3709844559586,174.44766839378232,1
frames\training01\frame_000078.jpg,training01,78,0,1008.6134715025906,206.5243523316061,978.6134715025906,176.5243523316061,1023.0,236.5243523316061,1
frames\training01\frame_000079.jpg,training01,79,0,1014.980310880829,270.1927461139896,984.980310880829,240.19274611398959,1023.0,300.1927461139896,1
frames\training01\frame_000080.jpg,training01,80,0,1013.715283842795,343.755458515284,983.715283842795,313.755458515284,1023.0,373.755458515284,1
frames\training01\frame_000081.jpg,training01,81,0,978.836681222707,381.3170305676858,948.836681222707,351.3170305676858,1008.836681222707,411.3170305676858,1
frames\training01\frame_000082.jpg,training01,82,0,933.2262008733628,445.7082969432315,903.2262008733628,415.7082969432315,963.2262008733628,475.7082969432315,1
frames\training01\frame_000083.jpg,training01,83,0,892.9816593886464,494.00174672489095,862.9816593886464,464.00174672489095,922.9816593886464,524.001746724891,1
frames\training01\frame_000084.jpg,training01,84,0,817.858515283843,437.6593886462884,787.858515283843,407.6593886462884,847.858515283843,467.6593886462884,1
frames\training01\frame_000085.jpg,training01,85,0,758.833187772926,394.7318777292578,728.833187772926,364.7318777292578,788.833187772926,424.7318777292578,1
frames\training01\frame_000086.jpg,training01,86,0,688.6797927461141,345.0031088082901,658.6797927461141,315.0031088082901,718.6797927461141,375.0031088082901,1
frames\training01\frame_000087.jpg,training01,87,0,624.6847161572053,290.0960698689957,594.6847161572053,260.0960698689957,654.6847161572053,320.0960698689957,1
frames\training01\frame_000088.jpg,training01,88,0,611.2698689956333,206.9240174672489,581.2698689956333,176.9240174672489,641.2698689956333,236.9240174672489,1
frames\training01\frame_000089.jpg,training01,89,0,588.4020725388602,130.12227979274607,558.4020725388602,100.12227979274607,618.4020725388602,160.12227979274607,1
frames\training01\frame_000090.jpg,training01,90,0,576.391266375546,70.09257641921391,546.391266375546,40.09257641921391,606.391266375546,100.09257641921391,1
frames\training01\frame_000091.jpg,training01,91,0,576.0847682119206,1.7801324503311091,546.0847682119206,0.0,606.0847682119206,31.78013245033111,1
frames\training01\frame_000092.jpg,training01,92,0,649.3245033112584,4.068874172185417,619.3245033112584,0.0,679.3245033112584,34.06887417218542,1
frames\training01\frame_000093.jpg,training01,93,0,722.1056994818654,15.519170984455911,692.1056994818654,0.0,752.1056994818654,45.51917098445591,1
frames\training01\frame_000094.jpg,training01,94,0,796.9160621761658,33.027979274611354,766.9160621761658,3.0279792746113543,826.9160621761658,63.027979274611354,1
frames\training01\frame_000095.jpg,training01,95,0,854.2176165803108,61.6787564766839,824.2176165803108,31.6787564766839,884.2176165803108,91.6787564766839,1
frames\training01\frame_000096.jpg,training01,96,0,900.3772020725388,74.41243523316058,870.3772020725388,44.41243523316058,930.3772020725388,104.41243523316058,1
frames\training01\frame_000097.jpg,training01,97,0,954.689956331878,104.97117903930128,924.689956331878,74.97117903930128,984.689956331878,134.97117903930126,1
frames\training01\frame_000098.jpg,training01,98,0,1005.4300518134716,138.080829015544,975.4300518134716,108.080829015544,1023.0,168.080829015544,1
frames\training01\frame_000099.jpg,training01,99,0,1011.0323144104806,185.46026200873365,981.0323144104806,155.46026200873365,1023.0,215.46026200873365,1
frames\training01\frame_000100.jpg,training01,100,0,1021.6264900662252,242.0980132450331,991.6264900662252,212.0980132450331,1023.0,272.0980132450331,1
frames\training010\frame_000000.jpg,training010,0,0,561.5860373196119,567.3701317311427,531.5860373196119,537.3701317311427,591.5860373196119,597.3701317311427,1
frames\training010\frame_000000.jpg,training010,0,1,864.1627118644068,216.5240677966102,834.1627118644068,186.5240677966102,894.1627118644068,246.5240677966102,1
frames\training010\frame_000000.jpg,training010,0,2,1038.71186440678,568.1159322033899,1008.71186440678,538.1159322033899,1068.71186440678,598.1159322033899,1
frames\training010\frame_000001.jpg,training010,1,0,562.4420338983049,473.36067796610166,532.4420338983049,443.36067796610166,592.4420338983049,503.36067796610166,1
frames\training010\frame_000001.jpg,training010,1,1,816.7850847457629,139.22372881355932,786.7850847457629,109.22372881355932,846.7850847457629,169.22372881355932,1
frames\training010\frame_000001.jpg,training010,1,2,1031.231186440678,513.2576271186442,1001.2311864406779,483.2576271186442,1061.231186440678,543.2576271186442,1
frames\training010\frame_000002.jpg,training010,2,0,582.3905084745761,346.1891525423728,552.3905084745761,316.1891525423728,612.3905084745761,376.1891525423728,1
frames\training010\frame_000002.jpg,training010,2,1,771.9010169491527,74.39118644067793,741.9010169491527,44.39118644067793,801.9010169491527,104.39118644067793,1
frames\training010\frame_000002.jpg,training010,2,2,1023.7505084745763,408.5281355932205,993.7505084745763,378.5281355932205,1053.7505084745762,438.5281355932205,1
frames\training010\frame_000003.jpg,training010,3,0,679.6393220338981,251.4338983050847,649.6393220338981,221.4338983050847,709.6393220338981,281.4338983050847,1
frames\training010\frame_000003.jpg,training010,3,1,692.1071186440679,99.32677966101691,662.1071186440679,69.32677966101691,722.1071186440679,129.32677966101693,1
frames\training010\frame_000003.jpg,training010,3,2,1046.1925423728817,306.29220338983055,1016.1925423728817,276.29220338983055,1076.1925423728817,336.29220338983055,1
frames\training010\frame_000004.jpg,training010,4,0,765.4382616876755,192.1265970933477,735.4382616876755,162.1265970933477,795.4382616876755,222.1265970933477,1
frames\training010\frame_000004.jpg,training010,4,1,607.3261016949153,134.23661016949154,577.3261016949153,104.23661016949154,637.3261016949153,164.23661016949154,1
frames\training010\frame_000004.jpg,training010,4,2,1036.218305084746,219.0176271186441,1006.2183050847459,189.0176271186441,1066.218305084746,249.0176271186441,1
frames\training010\frame_000005.jpg,training010,5,0,864.1627118644066,151.69152542372876,834.1627118644066,121.69152542372876,894.1627118644066,181.69152542372876,1
frames\training010\frame_000005.jpg,training010,5,1,540.0,161.66576271186443,510.0,131.66576271186443,570.0,191.66576271186443,1
frames\training010\frame_000005.jpg,training010,5,2,1038.71186440678,134.23661016949154,1008.71186440678,104.23661016949154,1068.71186440678,164.23661016949154,1
frames\training010\frame_000006.jpg,training010,6,0,986.486441801939,134.12255652725224,956.486441801939,104.12255652725224,1016.486441801939,164.12255652725224,1
frames\training010\frame_000006.jpg,training010,6,1,501.65240179605655,190.6686626662537,471.65240179605655,160.6686626662537,531.6524017960566,220.6686626662537,1
frames\training010\frame_000006.jpg,training010,6,2,1036.218305084746,56.93627118644065,1006.2183050847459,26.93627118644065,1066.218305084746,86.93627118644065,1
frames\training010\frame_000007.jpg,training010,7,0,938.1743171197296,61.44059904074293,908.1743171197296,31.44059904074293,968.1743171197296,91.44059904074294,1
frames\training010\frame_000007.jpg,training010,7,1,587.3776271186441,228.9918644067796,557.3776271186441,198.9918644067796,617.3776271186441,258.9918644067796,1
frames\training010\frame_000007.jpg,training010,7,2,1046.8566158812437,53.83102121900463,1016.8566158812437,23.831021219004633,1076.8566158812437,83.83102121900464,1
frames\training010\frame_000008.jpg,training010,8,0,982.2110325380264,53.744862365700754,952.2110325380264,23.744862365700754,1012.2110325380264,83.74486236570075,1
frames\training010\frame_000008.jpg,training010,8,1,682.1328813559322,238.96610169491527,652.1328813559322,208.96610169491527,712.1328813559322,268.96610169491527,1
frames\training010\frame_000008.jpg,training010,8,2,1048.7789985838876,52.86982986768244,1018.7789985838876,22.86982986768244,1078.7789985838876,82.86982986768244,1
frames\training010\frame_000009.jpg,training010,9,0,968.8922033898305,64.41694915254233,938.8922033898305,34.41694915254233,998.8922033898305,94.41694915254233,1
frames\training010\frame_000009.jpg,training010,9,1,764.4322102615353,221.42884091472112,734.4322102615353,191.42884091472112,794.4322102615353,251.42884091472112,1
frames\training010\frame_000009.jpg,training010,9,2,1048.6861016949156,66.91050847457626,1018.6861016949156,36.91050847457626,1078.6861016949156,96.91050847457626,1
frames\training010\frame_000010.jpg,training010,10,0,981.3599999999998,46.96203389830502,951.3599999999998,16.962033898305023,1011.3599999999998,76.96203389830502,1
frames\training010\frame_000010.jpg,training010,10,1,854.076158299926,183.05185662377613,824.076158299926,153.05185662377613,884.076158299926,213.05185662377613,1
frames\training010\frame_000010.jpg,training010,10,2,1048.6861016949156,66.91050847457626,1018.6861016949156,36.91050847457626,1078.6861016949156,96.91050847457626,1
frames\training010\frame_000011.jpg,training010,11,0,856.6820338983049,64.41694915254233,826.6820338983049,34.41694915254233,886.6820338983049,94.41694915254233,1
frames\training010\frame_000011.jpg,training010,11,1,841.7206779661018,281.35661016949155,811.7206779661018,251.35661016949155,871.7206779661018,311.35661016949155,1
frames\training010\frame_000011.jpg,training010,11,2,1048.6861016949156,66.91050847457626,1018.6861016949156,36.91050847457626,1078.6861016949156,96.91050847457626,1
frames\training010\frame_000012.jpg,training010,12,0,759.4332203389829,61.92338983050841,729.4332203389829,31.923389830508413,789.4332203389829,91.92338983050841,1
frames\training010\frame_000012.jpg,training010,12,1,820.679393344447,381.0888137281949,790.679393344447,351.0888137281949,850.679393344447,411.0888137281949,1
frames\training010\frame_000012.jpg,training010,12,2,1055.5073380431431,69.21008284015953,1025.5073380431431,39.21008284015953,1079.0,99.21008284015953,1
frames\training010\frame_000013.jpg,training010,13,0,754.446101694915,124.26237288135586,724.446101694915,94.26237288135586,784.446101694915,154.26237288135587,1
frames\training010\frame_000013.jpg,training010,13,1,807.2035057308327,377.280410706956,777.2035057308327,347.280410706956,837.2035057308327,407.280410706956,1
frames\training010\frame_000013.jpg,training010,13,2,1056.1667796610172,79.37830508474576,1026.1667796610172,49.37830508474576,1079.0,109.37830508474576,1
frames\training010\frame_000014.jpg,training010,14,0,739.4847457627117,129.24949152542365,709.4847457627117,99.24949152542365,769.4847457627117,159.24949152542365,1
frames\training010\frame_000014.jpg,training010,14,1,789.9192150959796,386.6549412207746,759.9192150959796,356.6549412207746,819.9192150959796,416.6549412207746,1
frames\training010\frame_000014.jpg,training010,14,2,1056.1667796610172,79.37830508474576,1026.1667796610172,49.37830508474576,1079.0,109.37830508474576,1
frames\training010\frame_000015.jpg,training010,15,0,741.9783050847456,76.8847457627118,711.9783050847456,46.8847457627118,771.9783050847456,106.8847457627118,1
frames\training010\frame_000015.jpg,training010,15,1,768.8265214398876,399.2519665987185,738.8265214398876,369.2519665987185,798.8265214398876,429.2519665987185,1
frames\training010\frame_000015.jpg,training010,15,2,1021.2569491525423,64.41694915254237,991.2569491525423,34.41694915254237,1051.2569491525423,94.41694915254237,1
frames\training010\frame_000016.jpg,training010,16,0,729.5105084745761,99.32677966101689,699.5105084745761,69.32677966101689,759.5105084745761,129.32677966101687,1
frames\training010\frame_000016.jpg,training010,16,1,751.9525423728815,455.9057627118645,721.9525423728815,425.9057627118645,781.9525423728815,485.9057627118645,1
frames\training010\frame_000016.jpg,training010,16,2,1008.789152542373,76.88474576271187,978.789152542373,46.88474576271187,1038.789152542373,106.88474576271187,1
frames\training010\frame_000017.jpg,training010,17,0,717.0427118644066,59.42983050847453,687.0427118644066,29.42983050847453,747.0427118644066,89.42983050847454,1
frames\training010\frame_000017.jpg,training010,17,1,717.0427118644069,495.8027118644069,687.0427118644069,465.8027118644069,747.0427118644069,525.8027118644069,1
frames\training010\frame_000017.jpg,training010,17,2,895.9988938714421,66.62701220614218,865.9988938714421,36.62701220614218,925.9988938714421,96.62701220614218,1
frames\training010\frame_000018.jpg,training010,18,0,604.8325423728812,109.3010169491525,574.8325423728812,79.3010169491525,634.8325423728812,139.30101694915248,1
frames\training010\frame_000018.jpg,training010,18,1,674.6522033898306,578.0901694915256,644.6522033898306,548.0901694915256,704.6522033898306,608.0901694915256,1
frames\training010\frame_000018.jpg,training010,18,2,810.4563029328469,74.8297264057335,780.4563029328469,44.829726405733496,840.4563029328469,104.8297264057335,1
frames\training010\frame_000019.jpg,training010,19,0,559.948474576271,56.93627118644064,529.948474576271,26.936271186440642,589.948474576271,86.93627118644065,1
frames\training010\frame_000019.jpg,training010,19,1,624.7810169491526,640.429152542373,594.7810169491526,610.429152542373,654.7810169491526,670.429152542373,1
frames\training010\frame_000019.jpg,training010,19,2,735.4600588222977,120.5305626605994,705.4600588222977,90.5305626605994,765.4600588222977,150.5305626605994,1
frames\training010\frame_000020.jpg,training010,20,0,480.15457627118633,56.93627118644064,450.15457627118633,26.936271186440642,510.15457627118633,86.93627118644065,1
frames\training010\frame_000020.jpg,training010,20,1,588.0738549703224,705.3889786906084,558.0738549703224,675.3889786906084,618.0738549703224,735.3889786906084,1
frames\training010\frame_000020.jpg,training010,20,2,660.4638147117486,130.4910013315317,630.4638147117486,100.49100133153169,690.4638147117486,160.4910013315317,1
frames\training010\frame_000021.jpg,training010,21,0,357.9701694915253,86.85898305084741,327.9701694915253,56.858983050847414,387.9701694915253,116.85898305084741,1
frames\training010\frame_000021.jpg,training010,21,1,574.9098305084746,805.0040677966103,544.9098305084746,775.0040677966103,604.9098305084746,835.0040677966103,1
frames\training010\frame_000021.jpg,training010,21,2,623.8445548921445,170.62571009381776,593.8445548921445,140.62571009381776,653.8445548921445,200.62571009381776,1
frames\training010\frame_000022.jpg,training010,22,0,300.61830508474566,121.76881355932196,270.61830508474566,91.76881355932196,330.61830508474566,151.76881355932196,1
frames\training010\frame_000022.jpg,training010,22,1,595.3977069342434,917.780685644312,565.3977069342434,887.780685644312,625.3977069342434,947.780685644312,1
frames\training010\frame_000022.jpg,training010,22,2,541.5244588176744,184.1015977074321,511.5244588176744,154.1015977074321,571.5244588176744,214.1015977074321,1
frames\training010\frame_000023.jpg,training010,23,0,265.7084745762711,204.0562711864406,235.7084745762711,174.0562711864406,295.7084745762711,234.0562711864406,1
frames\training010\frame_000023.jpg,training010,23,1,638.7549105606544,998.3430572474406,608.7549105606544,968.3430572474406,668.7549105606544,1028.3430572474406,1
frames\training010\frame_000023.jpg,training010,23,2,476.7816074566143,189.374771121455,446.7816074566143,159.374771121455,506.7816074566143,219.374771121455,1
frames\training010\frame_000024.jpg,training010,24,0,165.96610169491518,233.97898305084735,135.96610169491518,203.97898305084735,195.96610169491518,263.9789830508473,1
frames\training010\frame_000024.jpg,training010,24,1,686.506425365418,1070.995668729535,656.506425365418,1040.995668729535,716.506425365418,1100.995668729535,1
frames\training010\frame_000024.jpg,training010,24,2,444.2637047368059,138.40076145256617,414.2637047368059,108.40076145256617,474.2637047368059,168.40076145256617,1
frames\training010\frame_000025.jpg,training010,25,0,71.21084745762707,211.53694915254232,41.21084745762707,181.53694915254232,101.21084745762707,241.53694915254232,1
frames\training010\frame_000025.jpg,training010,25,1,733.964986091625,1139.546923111834,703.964986091625,1109.546923111834,763.964986091625,1169.546923111834,1
frames\training010\frame_000025.jpg,training010,25,2,356.3774811697561,48.17090525706173,326.3774811697561,18.170905257061733,386.3774811697561,78.17090525706173,1
frames\training010\frame_000026.jpg,training010,26,0,73.70440677966096,146.704406779661,43.70440677966096,116.70440677966101,103.70440677966096,176.704406779661,1
frames\training010\frame_000026.jpg,training010,26,1,791.091031410207,1186.1266216023696,761.091031410207,1156.1266216023696,821.091031410207,1216.1266216023696,1
frames\training010\frame_000026.jpg,training010,26,2,298.3725736155033,88.59856809790458,268.3725736155033,58.598568097904575,328.3725736155033,118.59856809790458,1
frames\training010\frame_000027.jpg,training010,27,0,68.71728813559318,59.42983050847453,38.71728813559318,29.42983050847453,98.71728813559318,89.42983050847454,1
frames\training010\frame_000027.jpg,training010,27,1,824.7807504442428,1162.1043871607094,794.7807504442428,1132.1043871607094,854.7807504442428,1192.1043871607094,1
frames\training010\frame_000027.jpg,training010,27,2,245.93379355383027,53.73703274964153,215.93379355383027,23.73703274964153,275.93379355383024,83.73703274964153,1
frames\training010\frame_000028.jpg,training010,28,0,88.65049638035293,62.29568089352539,58.650496380352934,32.29568089352539,118.65049638035293,92.2956808935254,1
frames\training010\frame_000028.jpg,training010,28,1,923.2133208393384,1123.141494712651,893.2133208393384,1093.141494712651,953.2133208393384,1153.141494712651,1
frames\training010\frame_000028.jpg,training010,28,2,187.3429778424638,95.04355782615488,157.3429778424638,65.04355782615488,217.3429778424638,125.04355782615488,1
frames\training010\frame_000029.jpg,training010,29,0,69.83869561913875,66.14354923104648,39.83869561913875,36.14354923104648,99.83869561913875,96.14354923104648,1
frames\training010\frame_000029.jpg,training010,29,1,1027.7979268841273,1082.713831871809,997.7979268841273,1052.713831871809,1057.7979268841273,1112.713831871809,1
frames\training010\frame_000029.jpg,training010,29,2,180.31207995709983,145.43165933793006,150.31207995709983,115.43165933793006,210.31207995709983,175.43165933793006,1
frames\training010\frame_000030.jpg,training010,30,0,66.22372881355929,69.40406779661011,36.22372881355929,39.40406779661011,96.22372881355929,99.40406779661011,1
frames\training010\frame_000030.jpg,training010,30,1,1032.7781462195935,1110.8374234132646,1002.7781462195935,1080.8374234132646,1062.7781462195935,1140.8374234132646,1
frames\training010\frame_000030.jpg,training010,30,2,182.9486666641113,224.5292605482748,152.9486666641113,194.5292605482748,212.9486666641113,254.5292605482748,1
frames\training010\frame_000031.jpg,training010,31,0,66.22372881355929,69.40406779661011,36.22372881355929,39.40406779661011,96.22372881355929,99.40406779661011,1
frames\training010\frame_000031.jpg,training010,31,1,1026.6261105699,1158.5889382180285,996.6261105699,1128.5889382180285,1056.6261105699,1188.5889382180285,1
