image_path,video,t,hexbug,x,y,xmin,ymin,xmax,ymax,label
frames\training010\frame_000008.jpg,training010,8,1,682.1328813559322,238.96610169491527,662.1328813559322,218.96610169491527,702.1328813559322,258.96610169491527,1
frames\training010\frame_000008.jpg,training010,8,2,1048.7789985838876,52.86982986768244,1028.7789985838876,32.86982986768244,1068.7789985838876,72.86982986768244,1
frames\training010\frame_000009.jpg,training010,9,0,968.8922033898305,64.41694915254233,948.8922033898305,44.41694915254233,988.8922033898305,84.41694915254233,1
frames\training010\frame_000009.jpg,training010,9,1,764.4322102615353,221.42884091472112,744.4322102615353,201.42884091472112,784.4322102615353,241.42884091472112,1
frames\training010\frame_000009.jpg,training010,9,2,1048.6861016949156,66.91050847457626,1028.6861016949156,46.91050847457626,1068.6861016949156,86.91050847457626,1
frames\training010\frame_000010.jpg,training010,10,0,981.3599999999998,46.96203389830502,961.3599999999998,26.962033898305023,1001.3599999999998,66.96203389830502,1
frames\training010\frame_000010.jpg,training010,10,1,854.076158299926,183.05185662377613,834.076158299926,163.05185662377613,874.076158299926,203.05185662377613,1
frames\training010\frame_000010.jpg,training010,10,2,1048.6861016949156,66.91050847457626,1028.6861016949156,46.91050847457626,1068.6861016949156,86.91050847457626,1
frames\training010\frame_000011.jpg,training010,11,0,856.6820338983049,64.41694915254233,836.6820338983049,44.41694915254233,876.6820338983049,84.41694915254233,1
frames\training010\frame_000011.jpg,training010,11,1,841.7206779661018,281.35661016949155,821.7206779661018,261.35661016949155,861.7206779661018,301.35661016949155,1
frames\training010\frame_000011.jpg,training010,11,2,1048.6861016949156,66.91050847457626,1028.6861016949156,46.91050847457626,1068.6861016949156,86.91050847457626,1
frames\training010\frame_000012.jpg,training010,12,0,759.4332203389829,61.92338983050841,739.4332203389829,41.92338983050841,779.4332203389829,81.92338983050841,1
frames\training010\frame_000012.jpg,training010,12,1,820.679393344447,381.0888137281949,800.679393344447,361.0888137281949,840.679393344447,401.0888137281949,1
frames\training010\frame_000012.jpg,training010,12,2,1055.5073380431431,69.21008284015953,1035.5073380431431,49.21008284015953,1075.5073380431431,89.21008284015953,1
frames\training010\frame_000013.jpg,training010,13,0,754.446101694915,124.26237288135586,734.446101694915,104.26237288135586,774.446101694915,144.26237288135587,1
frames\training010\frame_000013.jpg,training010,13,1,807.2035057308327,377.280410706956,787.2035057308327,357.280410706956,827.2035057308327,397.280410706956,1
frames\training010\frame_000013.jpg,training010,13,2,1056.1667796610172,79.37830508474576,1036.1667796610172,59.37830508474576,1076.1667796610172,99.37830508474576,1
frames\training010\frame_000014.jpg,training010,14,0,739.4847457627117,129.24949152542365,719.4847457627117,109.24949152542364,759.4847457627117,149.24949152542365,1
frames\training010\frame_000014.jpg,training010,14,1,789.9192150959796,386.6549412207746,769.9192150959796,366.6549412207746,809.9192150959796,406.6549412207746,1
frames\training010\frame_000014.jpg,training010,14,2,1056.1667796610172,79.37830508474576,1036.1667796610172,59.37830508474576,1076.1667796610172,99.37830508474576,1
frames\training010\frame_000015.jpg,training010,15,0,741.9783050847456,76.8847457627118,721.9783050847456,56.8847457627118,761.9783050847456,96.8847457627118,1
frames\training010\frame_000015.jpg,training010,15,1,768.8265214398876,399.2519665987185,748.8265214398876,379.2519665987185,788.8265214398876,419.2519665987185,1
frames\training010\frame_000015.jpg,training010,15,2,1021.2569491525423,64.41694915254237,1001.2569491525423,44.41694915254237,1041.2569491525423,84.41694915254237,1
frames\training010\frame_000016.jpg,training010,16,0,729.5105084745761,99.32677966101689,709.5105084745761,79.32677966101689,749.5105084745761,119.32677966101689,1
frames\training010\frame_000016.jpg,training010,16,1,751.9525423728815,455.9057627118645,731.9525423728815,435.9057627118645,771.9525423728815,475.9057627118645,1
frames\training010\frame_000016.jpg,training010,16,2,1008.789152542373,76.88474576271187,988.789152542373,56.88474576271187,1028.789152542373,96.88474576271189,1
frames\training010\frame_000017.jpg,training010,17,0,717.0427118644066,59.42983050847453,697.0427118644066,39.42983050847453,737.0427118644066,79.42983050847454,1
frames\training010\frame_000017.jpg,training010,17,1,717.0427118644069,495.8027118644069,697.0427118644069,475.8027118644069,737.0427118644069,515.8027118644069,1
frames\training010\frame_000017.jpg,training010,17,2,895.9988938714421,66.62701220614218,875.9988938714421,46.62701220614218,915.998893871442,86.62701220614218,1
frames\training010\frame_000018.jpg,training010,18,0,604.8325423728812,109.3010169491525,584.8325423728812,89.3010169491525,624.8325423728812,129.30101694915248,1
frames\training010\frame_000018.jpg,training010,18,1,674.6522033898306,578.0901694915256,654.6522033898306,558.0901694915256,694.6522033898306,598.0901694915256,1
frames\training010\frame_000018.jpg,training010,18,2,810.4563029328469,74.8297264057335,790.4563029328469,54.829726405733496,830.4563029328469,94.8297264057335,1
frames\training010\frame_000019.jpg,training010,19,0,559.948474576271,56.93627118644064,539.948474576271,36.93627118644064,579.948474576271,76.93627118644065,1
frames\training010\frame_000019.jpg,training010,19,1,624.7810169491526,640.429152542373,604.7810169491526,620.429152542373,644.7810169491526,660.429152542373,1
frames\training010\frame_000019.jpg,training010,19,2,735.4600588222977,120.5305626605994,715.4600588222977,100.5305626605994,755.4600588222977,140.5305626605994,1
frames\training010\frame_000020.jpg,training010,20,0,480.15457627118633,56.93627118644064,460.15457627118633,36.93627118644064,500.15457627118633,76.93627118644065,1
frames\training010\frame_000020.jpg,training010,20,1,588.0738549703224,705.3889786906084,568.0738549703224,685.3889786906084,608.0738549703224,725.3889786906084,1
frames\training010\frame_000020.jpg,training010,20,2,660.4638147117486,130.4910013315317,640.4638147117486,110.49100133153168,680.4638147117486,150.4910013315317,1
frames\training010\frame_000021.jpg,training010,21,0,357.9701694915253,86.85898305084741,337.9701694915253,66.85898305084741,377.9701694915253,106.8589830508474,1
frames\training010\frame_000021.jpg,training010,21,1,574.9098305084746,805.0040677966103,554.9098305084746,785.0040677966103,594.9098305084746,825.0040677966103,1
frames\training010\frame_000021.jpg,training010,21,2,623.8445548921445,170.62571009381776,603.8445548921445,150.62571009381776,643.8445548921445,190.62571009381776,1
frames\training010\frame_000022.jpg,training010,22,0,300.61830508474566,121.76881355932196,280.61830508474566,101.76881355932196,320.61830508474566,141.76881355932196,1
frames\training010\frame_000022.jpg,training010,22,1,595.3977069342434,917.780685644312,575.3977069342434,897.780685644312,615.3977069342434,937.780685644312,1
frames\training010\frame_000022.jpg,training010,22,2,541.5244588176744,184.1015977074321,521.5244588176744,164.1015977074321,561.5244588176744,204.1015977074321,1
frames\training010\frame_000023.jpg,training010,23,0,265.7084745762711,204.0562711864406,245.7084745762711,184.0562711864406,285.7084745762711,224.0562711864406,1
frames\training010\frame_000023.jpg,training010,23,1,638.7549105606544,998.3430572474406,618.7549105606544,978.3430572474406,658.7549105606544,1018.3430572474406,1
frames\training010\frame_000023.jpg,training010,23,2,476.7816074566143,189.374771121455,456.7816074566143,169.374771121455,496.7816074566143,209.374771121455,1
frames\training010\frame_000024.jpg,training010,24,0,165.96610169491518,233.97898305084732,145.96610169491518,213.97898305084732,185.9661016949152,253.97898305084732,1
frames\training010\frame_000024.jpg,training010,24,1,686.506425365418,1070.995668729535,666.506425365418,1050.995668729535,706.506425365418,1090.995668729535,1
frames\training010\frame_000024.jpg,training010,24,2,444.2637047368059,138.40076145256617,424.2637047368059,118.40076145256616,464.2637047368059,158.40076145256617,1
frames\training010\frame_000025.jpg,training010,25,0,71.21084745762707,211.53694915254232,51.21084745762707,191.53694915254232,91.21084745762708,231.53694915254232,1
frames\training010\frame_000025.jpg,training010,25,1,733.964986091625,1139.546923111834,713.964986091625,1119.546923111834,753.964986091625,1159.546923111834,1
frames\training010\frame_000025.jpg,training010,25,2,356.3774811697561,48.17090525706173,336.3774811697561,28.170905257061733,376.3774811697561,68.17090525706173,1
frames\training010\frame_000026.jpg,training010,26,0,73.70440677966096,146.704406779661,53.70440677966096,126.704406779661,93.70440677966096,166.704406779661,1
frames\training010\frame_000026.jpg,training010,26,1,791.091031410207,1186.1266216023696,771.091031410207,1166.1266216023696,811.091031410207,1206.1266216023696,1
frames\training010\frame_000026.jpg,training010,26,2,298.3725736155033,88.59856809790458,278.3725736155033,68.59856809790458,318.3725736155033,108.59856809790458,1
frames\training010\frame_000027.jpg,training010,27,0,68.71728813559318,59.42983050847453,48.71728813559318,39.42983050847453,88.71728813559318,79.42983050847454,1
frames\training010\frame_000027.jpg,training010,27,1,824.7807504442428,1162.1043871607094,804.7807504442428,1142.1043871607094,844.7807504442428,1182.1043871607094,1
frames\training010\frame_000027.jpg,training010,27,2,245.93379355383027,53.73703274964153,225.93379355383027,33.73703274964153,265.93379355383024,73.73703274964153,1
frames\training010\frame_000028.jpg,training010,28,0,88.65049638035293,62.29568089352539,68.65049638035293,42.29568089352539,108.65049638035292,82.2956808935254,1
frames\training010\frame_000028.jpg,training010,28,1,923.2133208393384,1123.141494712651,903.2133208393384,1103.141494712651,943.2133208393384,1143.141494712651,1
frames\training010\frame_000028.jpg,training010,28,2,187.3429778424638,95.04355782615488,167.3429778424638,75.04355782615488,207.3429778424638,115.04355782615488,1
frames\training010\frame_000029.jpg,training010,29,0,69.83869561913875,66.14354923104648,49.83869561913875,46.14354923104648,89.83869561913875,86.14354923104648,1
frames\training010\frame_000029.jpg,training010,29,1,1027.7979268841273,1082.713831871809,1007.7979268841272,1062.713831871809,1047.7979268841273,1102.713831871809,1
frames\training010\frame_000029.jpg,training010,29,2,180.31207995709983,145.43165933793006,160.31207995709983,125.43165933793006,200.31207995709983,165.43165933793006,1
frames\training010\frame_000030.jpg,training010,30,0,66.22372881355929,69.40406779661011,46.22372881355929,49.40406779661011,86.22372881355929,89.40406779661011,1
frames\training010\frame_000030.jpg,training010,30,1,1032.7781462195935,1110.8374234132646,1012.7781462195936,1090.8374234132646,1052.7781462195935,1130.8374234132646,1
frames\training010\frame_000030.jpg,training010,30,2,182.9486666641113,224.5292605482748,162.9486666641113,204.5292605482748,202.9486666641113,244.5292605482748,1
frames\training010\frame_000031.jpg,training010,31,0,66.22372881355929,69.40406779661011,46.22372881355929,49.40406779661011,86.22372881355929,89.40406779661011,1
frames\training010\frame_000031.jpg,training010,31,1,1026.6261105699,1158.5889382180285,1006.6261105699,1138.5889382180285,1046.6261105699,1178.5889382180285,1
frames\training010\frame_000031.jpg,training010,31,2,242.1253905325915,306.5564025441879,222.1253905325915,286.5564025441879,262.1253905325915,326.5564025441879,1
frames\training010\frame_000032.jpg,training010,32,0,93.65288135593212,64.41694915254233,73.65288135593212,44.41694915254233,113.65288135593212,84.41694915254233,1
frames\training010\frame_000032.jpg,training010,32,1,1018.130442291752,1171.4789176745287,998.130442291752,1151.4789176745287,1038.130442291752,1191.4789176745287,1
frames\training010\frame_000032.jpg,training010,32,2,305.989379657981,366.90494272689534,285.989379657981,346.90494272689534,325.989379657981,386.90494272689534,1
frames\training010\frame_000033.jpg,training010,33,0,113.60135593220336,66.91050847457622,93.60135593220336,46.91050847457622,133.60135593220338,86.91050847457622,1
frames\training010\frame_000033.jpg,training010,33,1,931.4888135593222,1174.0508474576277,911.4888135593222,1154.0508474576277,951.4888135593222,1194.0508474576277,1
frames\training010\frame_000033.jpg,training010,33,2,364.5801953693474,439.8505082875468,344.5801953693474,419.8505082875468,384.5801953693474,459.8505082875468,1
frames\training010\frame_000034.jpg,training010,34,0,83.09246433726693,55.02748514487445,63.09246433726693,35.02748514487445,103.09246433726692,75.02748514487445,1
frames\training010\frame_000034.jpg,training010,34,1,836.733559322034,1166.5701694915258,816.733559322034,1146.5701694915258,856.733559322034,1186.5701694915258,1
frames\training010\frame_000034.jpg,training010,34,2,418.7766999023616,508.40176266984537,398.7766999023616,488.40176266984537,438.7766999023616,528.4017626698453,1
frames\training010\frame_000035.jpg,training010,35,0,100.1941013929162,56.31010792404815,80.1941013929162,36.31010792404815,120.1941013929162,76.31010792404814,1
frames\training010\frame_000035.jpg,training010,35,1,729.5105084745763,1166.5701694915258,709.5105084745763,1146.5701694915258,749.5105084745763,1186.5701694915258,1
frames\training010\frame_000035.jpg,training010,35,2,487.6352542372881,548.1674576271188,467.6352542372881,528.1674576271188,507.6352542372881,568.1674576271188,1
frames\training010\frame_000036.jpg,training010,36,0,67.70099098718259,62.29568089352539,47.70099098718259,42.29568089352539,87.70099098718259,82.2956808935254,1
frames\training010\frame_000036.jpg,training010,36,1,629.7681355932203,1181.5315254237291,609.7681355932203,1161.5315254237291,649.7681355932203,1201.5315254237291,1
frames\training010\frame_000036.jpg,training010,36,2,572.4162711864407,588.0644067796611,552.4162711864407,568.0644067796611,592.4162711864407,608.0644067796611,1
frames\training010\frame_000037.jpg,training010,37,0,65.99082728161767,64.43338552548155,45.99082728161767,44.43338552548156,85.99082728161767,84.43338552548155,1
frames\training010\frame_000037.jpg,training010,37,1,537.5064406779661,1174.0508474576277,517.5064406779661,1154.0508474576277,557.5064406779661,1194.0508474576277,1
frames\training010\frame_000037.jpg,training010,37,2,674.6522033898306,605.5193220338984,654.6522033898306,585.5193220338984,694.6522033898306,625.5193220338984,1
frames\training010\frame_000038.jpg,training010,38,0,61.23661016949144,91.84610169491518,41.23661016949144,71.84610169491518,81.23661016949144,111.84610169491518,1
frames\training010\frame_000038.jpg,training010,38,1,457.7125423728813,1184.025084745763,437.7125423728813,1164.025084745763,477.7125423728813,1204.025084745763,1
frames\training010\frame_000038.jpg,training010,38,2,774.3945762711866,613.0000000000001,754.3945762711866,593.0000000000001,794.3945762711866,633.0000000000001,1
frames\training010\frame_000039.jpg,training010,39,0,66.22372881355929,79.37830508474572,46.22372881355929,59.37830508474572,86.22372881355929,99.37830508474572,1
frames\training010\frame_000039.jpg,training010,39,1,395.3735593220339,1184.025084745763,375.3735593220339,1164.025084745763,415.3735593220339,1204.025084745763,1
frames\training010\frame_000039.jpg,training010,39,2,866.6562711864407,630.4549152542374,846.6562711864407,610.4549152542374,886.6562711864407,650.4549152542374,1
frames\training010\frame_000040.jpg,training010,40,0,73.68656395665982,67.42617201022017,53.68656395665983,47.42617201022017,93.68656395665982,87.42617201022017,1
frames\training010\frame_000040.jpg,training010,40,1,308.88861810566027,1127.2428518124466,288.88861810566027,1107.2428518124466,328.88861810566027,1147.2428518124466,1
frames\training010\frame_000040.jpg,training010,40,2,952.8319851114662,651.3633530055795,932.8319851114662,631.3633530055795,972.8319851114662,671.3633530055795,1
frames\training010\frame_000041.jpg,training010,41,0,117.29573844856549,57.592730703221854,97.29573844856549,37.592730703221854,137.2957384485655,77.59273070322186,1
frames\training010\frame_000041.jpg,training010,41,1,230.79864406779657,1126.6732203389834,210.79864406779657,1106.6732203389834,250.79864406779657,1146.6732203389834,1
frames\training010\frame_000041.jpg,training010,41,2,1023.7505084745763,672.8454237288137,1003.7505084745763,652.8454237288137,1043.7505084745762,692.8454237288137,1
frames\training010\frame_000042.jpg,training010,42,0,155.34688089738506,56.73764885043939,135.34688089738506,36.73764885043939,175.34688089738506,76.7376488504394,1
frames\training010\frame_000042.jpg,training010,42,1,141.03050847457624,1159.089491525424,121.03050847457624,1139.089491525424,161.03050847457624,1179.089491525424,1
frames\training010\frame_000042.jpg,training010,42,2,1033.7247457627122,677.8325423728814,1013.7247457627122,657.8325423728814,1053.7247457627122,697.8325423728814,1
frames\training010\frame_000043.jpg,training010,43,0,254.5363758201509,68.28125386300263,234.5363758201509,48.28125386300263,274.5363758201509,88.28125386300263,1
frames\training010\frame_000043.jpg,training010,43,1,62.51423803936456,1107.321974470582,42.51423803936456,1087.321974470582,82.51423803936456,1127.321974470582,1
frames\training010\frame_000043.jpg,training010,43,2,1043.0618413069706,643.7465469631017,1023.0618413069706,623.7465469631017,1063.0618413069706,663.7465469631017,1
frames\training010\frame_000044.jpg,training010,44,0,357.9701694915253,81.87186440677961,337.9701694915253,61.87186440677961,377.9701694915253,101.8718644067796,1
frames\training010\frame_000044.jpg,training010,44,1,51.67493713276181,1081.249061479024,31.67493713276181,1061.249061479024,71.67493713276181,1101.249061479024,1
frames\training010\frame_000044.jpg,training010,44,2,1035.445035264493,597.7527566296792,1015.4450352644932,577.7527566296792,1055.445035264493,617.7527566296792,1
frames\training010\frame_000045.jpg,training010,45,0,465.1932203389829,74.39118644067791,445.1932203389829,54.39118644067791,485.1932203389829,94.39118644067791,1
frames\training010\frame_000045.jpg,training010,45,1,60.463559489466775,1011.525990782498,40.463559489466775,991.525990782498,80.46355948946677,1031.525990782498,1
frames\training010\frame_000045.jpg,training010,45,2,1039.839346442846,527.4437777760395,1019.839346442846,507.4437777760395,1059.839346442846,547.4437777760395,1
frames\training010\frame_000046.jpg,training010,46,0,561.0832200426637,76.83207239082724,541.0832200426637,56.83207239082724,581.0832200426637,96.83207239082724,1
frames\training010\frame_000046.jpg,training010,46,1,51.26237288135584,927.1884745762712,31.26237288135584,907.1884745762712,71.26237288135584,947.1884745762712,1
frames\training010\frame_000046.jpg,training010,46,2,1016.1100660797424,463.8727427292072,996.1100660797424,443.8727427292072,1036.1100660797424,483.8727427292072,1
frames\training010\frame_000047.jpg,training010,47,0,653.8596010695611,123.4340333674715,633.8596010695611,103.4340333674715,673.8596010695611,143.4340333674715,1
frames\training010\frame_000047.jpg,training010,47,1,53.43266160410289,860.0687321686157,33.43266160410289,840.0687321686157,73.43266160410289,880.0687321686157,1
frames\training010\frame_000047.jpg,training010,47,2,991.3342372881358,401.04745762711866,971.3342372881358,381.04745762711866,1011.3342372881358,421.04745762711866,1
frames\training010\frame_000048.jpg,training010,48,0,709.4399215004212,194.405827148416,689.4399215004212,174.405827148416,729.4399215004212,214.405827148416,1
frames\training010\frame_000048.jpg,training010,48,1,51.26237288135584,809.9911864406781,31.26237288135584,789.9911864406781,71.26237288135584,829.9911864406781,1
frames\training010\frame_000048.jpg,training010,48,2,976.3728813559322,308.78576271186444,956.3728813559322,288.78576271186444,996.3728813559322,328.78576271186444,1
frames\training010\frame_000049.jpg,training010,49,0,712.0555932203388,271.3823728813559,692.0555932203388,251.38237288135588,732.0555932203388,291.3823728813559,1
frames\training010\frame_000049.jpg,training010,49,1,123.5755932203389,747.6522033898307,103.5755932203389,727.6522033898307,143.5755932203389,767.6522033898307,1
frames\training010\frame_000049.jpg,training010,49,2,948.9437288135596,201.5627118644068,928.9437288135596,181.5627118644068,968.9437288135596,221.5627118644068,1
frames\training010\frame_000050.jpg,training010,50,0,692.1071186440679,373.6183050847457,672.1071186440679,353.6183050847457,712.1071186440679,393.6183050847457,1
frames\training010\frame_000050.jpg,training010,50,1,135.75275767857264,667.3049484782206,115.75275767857264,647.3049484782206,155.75275767857264,687.3049484782206,1
frames\training010\frame_000050.jpg,training010,50,2,966.3986440677968,121.76881355932204,946.3986440677968,101.76881355932204,986.3986440677968,141.76881355932204,1
frames\training010\frame_000051.jpg,training010,51,0,626.069440854131,463.7566107748919,606.069440854131,443.7566107748919,646.069440854131,483.7566107748919,1
frames\training010\frame_000051.jpg,training010,51,1,127.55004347898134,557.1542149408517,107.55004347898134,537.1542149408517,147.55004347898134,577.1542149408517,1
frames\training010\frame_000051.jpg,training010,51,2,995.603280580764,44.6554563143812,975.603280580764,24.6554563143812,1015.603280580764,64.6554563143812,1
frames\training010\frame_000052.jpg,training010,52,0,517.9015864771495,486.8438208000185,497.9015864771495,466.8438208000185,537.9015864771495,506.8438208000185,1
frames\training010\frame_000052.jpg,training010,52,1,123.5755932203389,440.9444067796611,103.5755932203389,420.9444067796611,143.5755932203389,460.9444067796611,1
frames\training010\frame_000052.jpg,training010,52,2,1038.6675301286182,47.292043021392686,1018.6675301286182,27.292043021392686,1058.6675301286182,67.29204302139269,1
frames\training010\frame_000053.jpg,training010,53,0,417.815593220339,460.89288135593233,397.815593220339,440.89288135593233,437.815593220339,480.89288135593233,1
frames\training010\frame_000053.jpg,training010,53,1,101.47713048742337,345.3484161442625,81.47713048742337,325.3484161442625,121.47713048742337,365.3484161442625,1
frames\training010\frame_000053.jpg,training010,53,2,1055.6588666849143,51.68635419974515,1035.6588666849143,31.686354199745157,1075.6588666849143,71.68635419974515,1
frames\training010\frame_000054.jpg,training010,54,0,348.5953796262221,383.8064575397317,328.5953796262221,363.8064575397317,368.5953796262221,403.8064575397317,1
frames\training010\frame_000054.jpg,training010,54,1,76.19796610169485,268.88881355932205,56.197966101694846,248.88881355932205,96.19796610169485,288.88881355932205,1
frames\training010\frame_000054.jpg,training010,54,2,968.0655971964215,51.39340012118833,948.0655971964215,31.39340012118833,988.0655971964215,71.39340012118834,1
frames\training010\frame_000055.jpg,training010,55,0,357.97016949152544,288.83728813559327,337.97016949152544,268.83728813559327,377.97016949152544,308.83728813559327,1
frames\training010\frame_000055.jpg,training010,55,1,91.15932203389823,174.13355932203393,71.15932203389823,154.13355932203393,111.15932203389823,194.13355932203396,1
frames\training010\frame_000055.jpg,training010,55,2,906.5532203389832,69.40406779661015,886.5532203389832,49.40406779661015,926.5532203389832,89.40406779661015,1
frames\training010\frame_000056.jpg,training010,56,0,330.5410169491525,216.5240677966102,310.5410169491525,196.5240677966102,350.5410169491525,236.5240677966102,1
frames\training010\frame_000056.jpg,training010,56,1,73.70440677966096,94.33966101694917,53.70440677966096,74.33966101694917,93.70440677966096,114.33966101694917,1
frames\training010\frame_000056.jpg,training010,56,2,823.0533283107902,83.32539468388296,803.0533283107902,63.32539468388296,843.0533283107902,103.32539468388296,1
frames\training010\frame_000057.jpg,training010,57,0,282.3265360355812,127.28190170499307,262.3265360355812,107.28190170499307,302.3265360355812,147.28190170499306,1
frames\training010\frame_000057.jpg,training010,57,1,128.13595163609494,67.04204151527273,108.13595163609494,47.04204151527273,148.13595163609494,87.04204151527273,1
frames\training010\frame_000057.jpg,training010,57,2,750.400716828696,115.55034332513443,730.400716828696,95.55034332513443,770.400716828696,135.55034332513443,1
frames\training010\frame_000058.jpg,training010,58,0,298.14555031205674,68.2812538630032,278.14555031205674,48.2812538630032,318.14555031205674,88.2812538630032,1
frames\training010\frame_000058.jpg,training010,58,1,204.0110579823143,78.46725057898915,184.0110579823143,58.46725057898915,224.0110579823143,98.46725057898917,1
frames\training010\frame_000058.jpg,training010,58,2,667.7876666756692,125.8037360746236,647.7876666756692,105.8037360746236,687.7876666756692,145.8037360746236,1
frames\training010\frame_000059.jpg,training010,59,0,421.7048780391224,65.71600830465582,401.7048780391224,45.716008304655816,441.7048780391224,85.71600830465582,1
frames\training010\frame_000059.jpg,training010,59,1,238.2793220338983,121.76881355932204,218.2793220338983,101.76881355932204,258.2793220338983,141.76881355932204,1
frames\training010\frame_000059.jpg,training010,59,2,580.7803053442902,78.34517534841687,560.7803053442902,58.34517534841687,600.7803053442902,98.34517534841687,1
frames\training010\frame_000060.jpg,training010,60,0,513.6261772132372,65.28846737826458,493.6261772132372,45.288467378264585,533.6261772132372,85.28846737826458,1
frames\training010\frame_000060.jpg,training010,60,1,293.1376271186441,169.1464406779661,273.1376271186441,149.1464406779661,313.1376271186441,189.1464406779661,1
frames\training010\frame_000060.jpg,training010,60,2,552.6567138028344,55.78771129954082,532.6567138028344,35.78771129954082,572.6567138028344,75.78771129954082,1
frames\training010\frame_000061.jpg,training010,61,0,597.8517397123096,48.18683032261535,577.8517397123096,28.18683032261535,617.8517397123096,68.18683032261535,1
frames\training010\frame_000061.jpg,training010,61,1,300.3929498275119,248.9665242990652,280.3929498275119,228.9665242990652,320.3929498275119,268.9665242990652,1
frames\training010\frame_000061.jpg,training010,61,2,652.2101694915254,44.46847457627115,632.2101694915254,24.46847457627115,672.2101694915254,64.46847457627115,1
frames\training010\frame_000062.jpg,training010,62,0,685.4976296225122,74.26682683248045,665.4976296225122,54.26682683248045,705.4976296225122,94.26682683248043,1
frames\training010\frame_000062.jpg,training010,62,1,341.99242898258194,293.4955442397036,321.99242898258194,273.4955442397036,361.99242898258194,313.4955442397036,1
frames\training010\frame_000062.jpg,training010,62,2,757.4316147140596,46.41318078572221,737.4316147140596,26.41318078572221,777.4316147140596,66.4131807857222,1
frames\training010\frame_000063.jpg,training010,63,0,742.7881137589372,46.0491256906592,722.7881137589372,26.049125690659203,762.7881137589372,66.0491256906592,1
